30	5466402	every day perfume, which I've often had comments on when I wear it. I don't like heavy pungent perfumes.	positif
31	14303994	This perfume lives up to its name and makes you feel happy when you smell it. Its a very light and	positif
32	10544885	I love this perfume, it's so feminine and elegant. It has a beautiful light floral scent and it	positif
33	25767767	I love this scent!!!! It is perfect for summer. It smells so good. It has a hint a coconut. Its not	positif
34	26064259	I absolutely love this perfume!! It smells so elegant and I few spritz is all you need. To me it	positif
35	19657139	But after a few minutes the initial lovely scent changes to a very chemical like smell, very similar	positif
36	16636383	OMG!! This stuff is AAAAH-MAZING! First of all, I loooove the smell. Natural scent over perfumey	positif
37	1839895	absolutely love it. It's a really sweet yet fresh fragrance and I could still smell it on myself at the end	positif
38	6219113	high end perfume that matches what I looking for and smell HEAVENLY. I bought both saint and sinner and	positif
39	6076790	side, it smells like a lot of the perfumes in the market right now. The Sinner perfume scent on the	positif
40	11790039	Love it!!!! I am loving every escada scent I smell they are all amazing!!!!!	positif
41	15542929	This is my FAVORITE perfume! I got a sample after buying a different scent and ended up liking the	positif
42	1117638	my top fav perfume ever! this is long lasting beautiful scent. i receive so many compliments when i	positif
43	6219325	actually crazy how similarly they smell! My only draw back is I feel like the scent doesn't last very long	positif
44	14812929	Gorgeous scent sweet but light for day wear! A go to perfume for calm looks! Packaging is pretty!	positif
45	7835983	This is one of my favourite perfumes, because it has a scent that reminds me of the ocean. It's	positif
46	803930	This specific Olay scent smells really good I love it so much it makes the skin really smooth and	positif
47	18499471	My sister bought this for me for my birthday. It is my first Chanel perfume. It isn't the scent	positif
48	7837501	Love this fragrance for after a shower. Everyone always love this scent when i wear it	positif
49	19218942	Lathers soooo nicely, really nice scent the only downside is that the smell doesn't last long	positif
50	23471224	smells like you just got out of the shower and isn't too perfume-y. Highly recommend this!	positif
51	5134953	this is an awesome scent that smells and works as good as the more expensive scents. It projects very	positif
52	4808057	My favorite perfume scent ever! Ahh i just love it so much	positif
53	1057178	price and I ordered a second one for backup. I live the perfume and get complements on it. It smells	positif
54	5197983	Hi friends, sooo I absolutely love this perfume and this set is such a good deal! The scent is	positif
55	10521839	mine as well! When I smell it I feel so relaxed and calmed. I definitely think this amazing smelling	positif
56	4725225	about perfumes, but this one is so soft and subtle that I never get sick of it. plus guys always comment	positif
57	10545516	This is so good ! The bottle is one of the best parts of the perfume. It smells so good and it	positif
58	7831576	I love my bath and body works fragrant mist. I used these when I don't want to wear actual perfume.	positif
59	6077142	I loved this perfume rather than the sinner perfum because it's scent is stronger. It smells sweet	positif
60	20230341	Got this for Christmas, it was awesome. Having perfume, body mist and lotion was super cool bc it	positif
61	22844234	This is a great fragrance mist that definitely smells like cinnamon and pumpkin. I'm not a huge fan	positif
62	25512492	This scent is heavenly!! Has a fresh outdoor floral fragrance very clean smell that lasts all day!	positif
63	1801232	I liked the design of the bottle!! The fragrance is a floral smell! I think it has a lily smell to	positif
64	4869507	This fragrance is a fresh woody scent with delicious Vetiver and Grapefruit. The packaging is so	positif
65	22593049	This isn't my favorite Marc Jacobs by Marc Jacobs perfume/fragrance but I do like the scent. I	positif
66	16353805	It's kind of thick but the scent is to die for, especially the sweet smell of the vanilla	positif
67	13052378	This is one of my favourite perfumes. I tend to use this one more in the summer as I find it a very	positif
68	17639493	so unique and smell great. The fragrances are not so strong but still have that scent that last long	positif
69	3229204	lotions. The scent can last for hours! I apply the lotion after a morning shower and I can still smell the	positif
70	24352776	This is simply a timeless fragrance and smells differently on everyone. It may be a little pricey,	positif
71	16080909	I absolutely love this perfume! I think it's a great scent for all ages. This is a perfume that's	positif
72	25837591	My favorite scent of all time. I always get compliments. It's not too strong. Some perfumes give me	positif
73	5399953	Ok, updated review. OMG. I have seriously fallen in love with this perfume. I recently purchased	positif
74	22559440	This is my go to fragrance for special occasions. It has a soft and elegant smell to it. It's hard	positif
75	1963823	Just applied for first time. Has a floral perfume scent. Which may be good if you like florals, but	positif
76	18244760	best perfumes they smell good and last all day. My signature scent is La Vie Est Belle it is so	positif
77	19919310	scent instead of that fake, perfumey version.  LOVE!	positif
78	14880902	The best smelling perfume ever !! Always a winner when I wear this ? The amount of people that had	positif
79	1398897	scent. The fragrance of sweet maple and warm castor oil is downright intoxicating! My sweetheart loves it	positif
80	2497081	Recently I was asked by the shop assistant what perfume do I wear? It smells so good.	positif
81	12377814	found that they always smelled amazing. I would say that if you do not prefer a more perfume-like scent	positif
82	5938700	like a dark fairy tale. I adore the smell: It's complex, mysterious and dark. It's flowery but also	positif
83	4852507	intoxicating, smells great, luxurious, floral, softening.  Flowerbomb recently became one of my	positif
84	10543393	and sexy floral scent that sits very well with my skin. It smells very expensive which is to be	positif
85	5607269	perfect vanilla.  This is the best smelling vanilla fragrance ever - not too sweet like the ones	positif
86	53884	First let me tell you that the fragrance of this product is great! It has a citrusy and musky scent	positif
87	18752219	I am currently using this perfume and can say that it gets me a ton of compliments. The scent is	positif
88	798488	Sweet Peach Palette) The fragrance will lure guys into you (caution: f***boys). It smells wonderful. The	positif
89	19664555	Gorgeous scent! Favorite perfume of all time. Romantic and sweet I can't get enough of this! Smell	positif
90	24914406	I love this perfume the smell was not to strong and the scent was so good and the smell was not t	positif
91	7841456	I love love this perfume. Has to be oneOf my favourite. It's such a nice light super girly scent	positif
92	4980563	smell. I'm on an orange kick lately. Like huge orange kick. I use orange soap, shampoo, perfume, and now	positif
93	19788612	My favorite scent! I have this scent in hand sanitizer, spray, lotion, and shower gel. The smell	positif
94	8013703	Nice sheer color. Very good smelling scent. The container is small and easily fits into purses.	positif
95	5060140	this really doesn't have a strong scent and it's just way to sweet for my liking. Not enough fragrance	positif
96	5093690	perfume directly on my skin , I feel that it smells stronger and you only need a little dab. For me, the	positif
97	1355591	light blue has a lovely citrus smell. Great for summer as it is a really fresh scent.	positif
98	2387950	fragrance.net that Obsession® has oriental spices. It really is a winning combination that has captured my	positif
99	19556871	I got this scent and it is really lovely and the fragrance is so good.	positif
100	24644119	I love the smell of these. floral scent that last for a good while, I'm very picky with my perfume	positif
101	24774140	like this perfume as an everyday scent, I wouldn't say it's got a smell that you'd go for a night out	positif
102	26534152	Beautiful scent..	positif
103	18500812	fragrance: if upon smelling a fragrance during dry down and you love a scent so much you could even drink it?	positif
104	14881263	YAAASSS QUEEEN this is my current perfume and I can say that this is so worth it! It smells like an	positif
105	24807230	and clean smelling! I also love the Honey scent also.	positif
106	16760906	This is one of the best smelling perfumes out there. You can definitely smell the mix of the	positif
107	17724795	Mon Guerlain is my new favorite fragrance. . The scent is a perfect blend of jasmine, sandalwood,	positif
108	6205236	everything smells like flowers and lace dresses..this keeps me strong. The scent is absolutely intoxicating.	positif
109	5150568	not greasy, divine scent (with no added fragrance!).  This isn't glitter, it's glow! This product	positif
110	24556056	perfumes I wear or when I go without fragrances irritating anyone who is scent sensitive.My face feels	positif
111	15630522	Young Sexy Lovely by Yves Saint Laurent is a beautiful, vibrant smelling perfume. The name is very	positif
112	15677971	Very deep exotic fragrance. One spray says I'm ready for anything. This scent is best used for a	positif
113	23731414	alike. Long lasting scent that I could never tire of. I tell my friends it's smells like you, but better!	positif
114	16798401	Go to Spring/Summer fragrance. The smell is indeed more intense than the original Light Blue,	positif
115	20214884	This perfume is amazing the scent is literally incredible. The smell is very unique and doesn't	positif
116	18150533	small bottle will last you a long time. Even if you aren't into musky,spicy perfumes..this one for some	positif
117	6076671	are phenomenal perfumes, the smell great on their own & together!! I expected to love saint & wasn't	positif
118	11865230	Smells so good. This is a lovely but very sweet scent. I love the packaging and actually have it	positif
119	14300973	Literally the prettiest smelling perfume in the work. It is so feminine , so sweet, and dainty. I	positif
120	3171403	perfect scent as always! smells like the Ocean, smells like the Sea in the summer,	positif
121	24755520	perfume smells amazing. I even had the principal at my school tell me I smell like heaven that's a	positif
122	10817811	I love my Light Blue perfume. I only spray on my wrists and my neck and receive a ton of	positif
123	624154	Smells really good not too strong. One of Chanel best scent.	positif
124	5252736	I got a tiny little sample size of this in my Play! box. As soon as I opened the lid I could smell	positif
125	1762297	perfume-aholic's shelf! The scent is very sweet and fruity, I'm used to a more musky oriental smell with my usual	positif
126	5397050	does have a reasonable scent to it. Personally, I like the smell but if you're sensitive to fragrance	positif
127	18285413	feminine scent. To me it smells like a shower fresh, sweet floral. I can definitely pick up the jasmine and	positif
128	16537847	This is an absolute beautiful scent. I smelled it on a lady in the elevator and after she told me	positif
129	1762345	perfume-aholic's shelf! The scent is very sweet and fruity, I'm used to a more musky oriental smell with my usual	positif
130	23687353	This perfume is my favourite every time I wear it I always get complimented on it! It's such a	positif
131	18254556	suited for women who like fruity and floral fragrances. It is a feminine fragrance, and is a light and	positif
132	26096908	though they smell simple and amazing, they're mostly a skin-scent. The longevity of the fragrance is	positif
133	4902942	really great for layering with the actual perfume because it just increases the longevity of the scent! I	positif
134	16566806	Love the smell. Everything about the scent is great. I could wear it everyday if	positif
135	5463791	Divine smell. Addictive. Already thinking of buying another one. Heaven scent.	positif
136	13035077	One of my favorite perfumes as well! This scent is unlike most others I have ever smelled and it is	positif
137	11170193	This fragrance has the most heavenly smell. I had gotten a sample of the body butter and the first	positif
138	14228813	Love it. And I love the way it makes my hair smell. The scent lasts for days !	positif
139	25497638	It smells amazing. The scent is long lasting. The bottle is so dainty and pretty. The price is high	positif
